knihy_id,isbn,nazev,pocet_stran,rok_vydani,misto_vydani,nakladatel,vydani,druhy_id,jazyky_id,autor,edice
1103,ISBN 80-200-0502-1,Umělá inteligence 5,544,2007,Praha,Academia,1,1,1,"Mařík, Vladimír -- Štěpánková, Olga -- Lažanský, Jiří a kol.",
1104,ISBN 80-200-0502-1,Umělá inteligence,373,1997,Praha,Academia,1,1,1,"Mařík, Vladimír -- Štěpánková, Olga -- Lažanský, Jiří a kol.",
1105,ISBN 80-200-0502-1,Umělá inteligence,264,1993,Praha,Academia,1,1,1,"Mařík, Vladimír -- Štěpánková, Olga -- Lažanský, Jiří a kol.",
1107,ISBN 3-540-42451-2,Foundations of genetic programming,260,2002,Berlin,Springer,,1,2,"Langdon, W. B. -- Poli, Riccardo",
1112,ISBN 978-0-19-568001-0,Getting started with MATLAB 7 : a quick introduction for scientists and engineers,244,2006,Oxford,Oxford University Press,,1,1,"Pratab, Rudra",
1115,ISBN 978-0-13-157008-5,"Usability engineering : process, products, and examples",314,2008,"Upper Saddle River, N.J.",Pearson/Prentice Hall,,1,1,"Leventhal, Laura M. -- Barnes, Julie A.",
1116,ISBN 978-0-470-18548-3,"Handbook of usability testing : how to plan, design, and conduct effective tests",348,2008,"Indianapolis, IN",Wiley Pub.,2,1,2,"Rubin, Jeffrey -- Chisnell, Dana",
1117,ISBN 978-80-251-2309-6,Databáze v C# 2008 : průvodce programátora,424,2009,Brno,Computer Press,1,1,1,"Agarwal, Vidya Vrat -- Huddleston, James",
1118,ISBN 978-80-251-1886-3,SOA : servisně orientovaná architektura : kompletní průvodce,671,2009,Brno,Computer Press,1,1,1,"Erl, Thomas",
1121,ISBN 0-471-69420-7,MATLAB : an introduction with applications,343,2005,"Hoboken, NJ",John Wiley,2,1,2,"Gilat, Amos",
1122,ISBN 978-0-12-485967-8,Neural networks in finance : gaining predictive edge in the market,243,2005,"Burlington, MA",Elsevier Academic Press,,1,2,"McNelis, Paul D.",Academic Press advanced finance series
1126,ISBN 0-7923-8290-0,Predictive modular neural networks : applications to time series,314,1998,Boston,Kluwer Academic Publishers,,1,2,"Petridis, Vassilios. -- Kehagias, Athanasios",The Kluwer international series in engineering and computer science
1127,ISBN 978-0-9792531-5-7,Predicting the unpredictable : how neural networks enhance predictability and performance in portfolio management,232,2007,"Phoenix, Arz.",Acacia Pub.,,1,2,"Berghage, Thomas E. -- Olander, George",
1129,ISBN 0-596-00119-3,Programming Web services with XML-RPC,213,2001,Beijing,O'Reilly,1,1,2,"St. Laurent, Simon. -- Johnston, Joe. -- Dumbill, Edd",
1132,ISBN 978-0-471-18386-0,Statistical analysis with missing data,381,2002,"Hoboken, NJ",Wiley,2,1,2,"Little, Roderick J. A. -- Rubin, Donald B.",
1135,ISBN 0-13-671710-1,Parallel programming : techniques and applications using networked workstations and parallel computers,431,1999,"Upper Saddle River, N.J.",Prentice Hall,,1,2,"Wilkinson, Barry. -- Allen, C. Michael",
1136,ISBN 978-81-7758-367-0,Artificial intelligence : a modern approach,1050,2003,Pearson,Pearson,,1,2,"Russell, Stuart J.",
1138,ISBN 0-9634884-0-6,Visualizing data,360,1993,"Murray Hill, N.J.",AT&T Bell Laboratories,,1,2,"Cleveland, William S.",
1141,ISBN 978-80-7261-184-3,"Rychločtení, rychlostudium, info management",326,2008,Praha,Management Press,7,1,1,"Gruber, David",
1142,ISBN 80-247-0972-4,"XML : pohotová referenční příručka : referenční příručka programátora ke XML, XPath, XSLT, XML Schema, SOAP a dalším",342,2006,Praha,Grada,1,1,1,"Skonnard, Aaron -- Gudgin, Martin",Průvodce
1143,ISBN 80-247-0565-6,XML : začínáme programovat : podrobný průvodce začínajícího uživatele,214,2003,Praha,Grada,1,1,1,"Žák, Miroslav",
1144,ISBN 978-80-251-1870-2,Oracle : programování v PL/SQL,720,2008,Brno,Computer Press,1,1,1,"Urman, Scott -- Hardman, Ron -- McLaughlin, Michael",
1145,ISBN 80-251-0369-2,SQL : kompletní průvodce,936,2005,Brno,CP Books,1,1,1,"Groff, James R. -- Weinberg, Paul N. a kol.",
1148,ISBN 978-3-642-02246-3,"User modeling, adaptation, and personalization : 17th international conference, UMAP 2009, formerly UM and AH, Trento, Italy, June 22-26, 2009. proceedings",488,2009,New York,Springer,1,1,2,"Houben, Geert-Jan a kol.",
1149,ISBN 0-596-00095-2,Programming Web services with SOAP,244,2001,"Sebastopol, CA",O'Reilly & Associates,,1,2,"Snell, James -- Tidwell, Doug -- Kulchenko, Pavel",
1152,ISBN 978-80-247-1116-4,PHP a XML,367,2009,Praha,Grada,1,1,1,"Kosek, Jiří",
1154,ISBN 80-89018-87-4,Evolučné výpočty a ich využitie v praxi,159,2005,Bratislava,Iris,1,1,9,"Sekaj, Ivan",
1155,ISBN 80-7225-030-2,Modelování a identifikace systémů,276,1999,Ostrava,Montanex,,1,1,"Noskievič, Petr",
1156,ISBN 978-80-7204-605-8,Pokročilé metody analýz a modelování v podnikatelství a veřejné správě,340,2008,Brno,Akademické nakladatelství CERM,1,1,1,"Dostál, Petr",
1160,ISBN 978-80-251-2599-1,Chaotika : řízení a marketing firmy v éře turbulencí,214,2009,Brno,Computer Press,1,1,1,"Kotler, Philip -- Caslione, John A.",
1161,ISBN 978-80-251-2767-4,"PHP 6, MySQL, APACHE : vytváříme webové aplikace",816,2009,Brno,Computer press,,1,1,"Boronczyk, Tim a kol.",
1164,ISBN 978-80-251-1526-8,Řízení projektů v IT,720,2007,Brno,Computer Press,1,1,1,"Schwalbe, Kathy",
1166,ISBN 978-80-7300-233-6,Zpracování obrazu a algoritmy v C#,143,2008,Praha,BEN - technická literatura,1,1,1,"Dobeš, Michal",
1167,ISBN 80-86056-58-9,PLC a automatizace. 1. díl,223,1999,Praha,BEN - technická literatura,1,1,1,"Šmejkal, Ladislav -- Martinásková, Marie",
1168,ISBN 80-7300-087-3,PLC a automatizace. 2. díl,207,2005,Praha,BEN - technická literatura,1,1,1,"Šmejkal, Ladislav",
1170,ISBN 978-007-126782-3,Software engineering : a practitioners approach,895,2010,Boston,McGraw-Hill Higher Education,,1,2,"Pressman, Roger S.",
1174,ISBN 978-1-58705-209-5,"Cisco ASA : all-in-one firewall, IPS, and VPN adaptive security appliance",798,2006,"Indianapolis, Ind.",Cisco Press,,1,2,"Frahim, Jazib -- Santos, Omar",Cisco Press networking technology series
1177,ISBN 978-1-58720-111-0,Wireless networks first-step,238,2005,"Indianapolis, Ind.",Cisco Press,,1,2,"Geier, James T.",First-step series
1181,ISBN 978-7-111-19770-6,Software engineering : [Ruan ji gong cheng],840,2007,Beijing,China Machine Press,8,1,2,"Sommerville, Ian",
1184,ISBN 978-0-7879-6994-3,"Graphics for learning : proven guidelines for planning, designing, and evaluating visuals in training materials",504,2004,"San Francisco, Calif.",Pfeiffer,,1,2,"Clark, Ruth Colvin -- Lyons, Chopeta C.",
1185,ISBN 978-80-251-1681-4,Microsoft Office Project : hotová řešení : [pro verze 2000 až 2007],308,2007,Brno,Computer Press,1,1,1,"Hyndrák, Karel",
1191,ISBN 80-247-0298-3,JavaScript : příručka programátora,278,2003,Praha,Grada,1,1,1,"Dellwig, Elmar -- Dellwig, Ingo",
1192,ISBN 978-0-387-95284-0,"The elements of statistical learning : data mining, inference, and prediction : with 200 full-color illustrations",533,2001,New York,Springer,,1,2,"Hastie, Trevor -- Tibshirani, Robert -- Friedman, J. H.",Springer series in statistics
1193,ISBN 1-59140-903-9,Artificial neural networks in real-life applications,375,2006,Hershey PA,Idea Group Pub.,,1,2,"Rabunal, Juan Ramón -- Dorado, Julián",
1194,ISBN 978-80-7232-307-4,Java a XML,313,2007,České Budějovice,Kopp,1,1,1,Pavel Herout,
1195,ISBN 978-80-7232-355-5,Učebnice jazyka Java,381,2008,České Budějovice,Kopp,3,1,1,"Herout, Pavel",
1196,ISBN 978-80-200-1477-1,Modely a systémy,97,2007,Praha,Academia,1,1,1,"Křemen, Jaromír",
1198,ISBN 80-247-0340-8,JSP - Java Server Pages : podrobný průvodce začínajícího tvůrce,418,2003,Praha,Grada,1,1,1,"Bollinger, Gary -- Natarajan, Bharathi",
1199,ISBN 80-247-0667-9,Programujeme Jakarta Struts : tvorba webových aplikací se servlety a stránkami JSP,446,2003,Praha,Grada,1,1,1,"Cavaness, Chuck",
1201,ISBN 978-80-251-2161-0,Začínáme programovat v jazyce Python,456,2008,Brno,Computer Press,2,1,1,"Harms, Daryl D. -- McDonald, Kenneth -- Fořt, Ivo",
1202,ISBN 978-80-251-1517-6,Z kodéra vývojářem : nástroje a techniky pro opravdové programátory,287,2007,Brno,Computer Press,1,1,1,"Gunderloy, Mike",
1205,ISBN 978-0-465-05135-9,Emotional design : why we love (or hate) everyday things,257,2004,New York,Basic Books,,1,2,Donald A. Norman,
1206,ISBN 978-0-387-79710-6,Combinatorics and graph theory,381,2008,New York,Springer,2,1,2,"John M. Harris, Jeffry L. Hirst, Michael J. Mossinghoff",
1212,ISBN 978-0-415-43093-7,Information systems in public administration : understanding e-government,131,2008,"New York, NY",Routledge,,1,2,Vincent Homburg,
1213,ISBN 978-1-4200-8964-6,The top ten algorithms in data mining,215,2009,Boca Raton,CRC Press,,1,2,"Xindong Wu, Vipin Kumar",
1214,ISBN 978-0-12-374037-3,Sketching user experience : getting the design right and the right design,445,2007,"San Francisco, CA",Morgan Kaufmann,,1,2,William Buxton,
1223,ISBN 978-0-486-40258-1,Combinatorial optimization : algorithms and complexity,496,1998,"Mineola, N.Y.",Dover Publications,,1,2,"Christos H. Papadimitriou, Kenneth Steiglitz",
1225,ISBN 978-0-13-142384-8,"Graph theory : modeling, applications, and algorithms",446,2007,"Upper Saddle River, N.J.",Pearson/Prentice Hall,,1,2,"Geir Agnarsson, Raymond Greenlaw",
1226,ISBN 0-07-709221-X,"Introduction to compiling techniques : a first course using ANSI C, LEX, and YACC",283,1996,London,McGraw-Hill,2,1,2,J. P. Bennett,The McGraw-Hill international series in software engineering
1227,ISBN 978-0-321-55262-4,"OpenGL programming guide : the official guide to learning OpenGL, versions 3.0 and 3.1",885,2010,"Upper Saddle River, NJ",Addison-Wesley,7,1,2,Dave Shreiner,
1228,ISBN 978-3-540-26183-4,Graph theory,410,2006,Berlin [u.a.],Springer,3,1,2,Reinhard Diestel,
1229,ISBN 2-88124-935-3,Semantics of programming languages and model theory,366,1993,"Yverdon, Switzerland",Gordon and Breach Science Publishers,,1,2,"Manfred Droste, Yuri Gurevich","Algebra, logic, and applications"
1233,ISBN 978-3-642-02787-1,Scientific data mining and knowledge discovery,400,2009,New York,Springer,,1,2,Mohamed Medhat Gaber,
1234,ISBN 1-85233-796-6,Virtual and augmented reality applications in manufacturing,388,2004,New York,Springer,,1,2,"S. K. Ong, A. Y. C. Nee",
1235,ISBN 978-0-321-12742-6,Patterns of enterprise application architecture,533,2003,Boston,Addison-Wesley,,1,2,"Martin Fowler, David Rice",The Addison-Wesley signature series
1240,ISBN 978-0-12-374765-5,Handbook of statistical analysis and data mining applications,824,2009,Boston,Elsevier Academic Press,,1,2,"Robert Nisbet, John F. Elder, Gary Miner",
1241,ISBN 978-0-201-63361-0,Design patterns : elements of reusable object-oriented software,395,1995,"Reading, Mass.",Addison-Wesley,,1,2,Erich Gamma,Addison-Wesley professional computing series
1242,ISBN 0-07-005489-4,Schaums outline of theory and problems of graph theory,293,1997,New York,McGraw-Hill,,1,2,V. K. Balakrishnan,
1245,ISBN 978-1-84628-034-4,Mathematics for computer graphics,248,2006,London,Springer,2,1,2,"Vince, John",
1246,ISBN 978-0-596-80279-0,High performance Javascript,209,2010,Sebastopol,O'Reilly,1,1,2,"Zakas, Nicholas C.",
1248,ISBN 978-80-7413-041-0,Silverlight : datové služby,378,2009,Brno,Zoner Press,1,1,1,"Papa, John",
1249,ISBN 978-80-247-2062-3,Destilované UML,173,2009,Praha,Grada,1,1,1,"Fowler, Martin",
1250,ISBN 978-0-470-38540-1,Silverlight 3 : programmer's reference,573,2009,Indianapolis,Wiley publishing,,1,2,"Little, Ambrose J. -- Little, J. Ambrose a kol.",
1251,ISBN 80-251-0796-5,Automatizace a automatizační technika : Automatické řízení . II,218,2005,Brno,CP Books,1,1,1,"Voráček, Rudolf a kol.",
1252,ISBN 80-251-0795-7,Automatizace a automatizační technika : Prostředky automatizační techniky . III,280,2005,Brno,CP Books,2,1,1,"Beneš, Pavel a kol.",
1254,ISBN 80-86056-73-2,Komunikace mikrokontroléru s okolím : 2. díl,151,2000,Praha,BEN,1,1,1,"Hrbáček, Jiří",
1255,ISBN 978-80-7300-231-2,Metody umělé inteligence v diagnostice elektrických strojů,399,2009,Praha,BEN - technická literatura,1,1,1,"Hammer, Miloš",
1260,ISBN 978-80-251-2141-2,Mistrovství ve Windows Presentation Foundation : [aplikace = kód + markup],928,2008,Brno,Computer Press,1,1,1,"Petzold, Charles",
1266,ISBN 978-0-596-51443-3,Web 2.0 Architectures,248,2009,"Sebastopol, CA","O'Reilly Media, Inc",1,1,2,"Governor, James -- Nickull, Duane -- Hinchcliffe, Dion",
1268,ISBN 978-80-7300-244-2,Blender : naučte se 3D grafiku,286,2009,Praha,BEN - technická literatura,2,1,1,"Pokorný, Pavel",
1270,ISBN 978-0-12-374514-9,Programming language pragmatics,910,2009,Amsterdam,Elsevier/Morgan Kaufmann Pub.,3,1,2,"Scott, Michael Lee",
1274,ISBN 978-80-7232-398-2,Učebnice jazyka Java,386,2010,České Budějovice,Kopp,5,1,1,Pavel Herout,
1277,ISBN 0787960519,E-Learning and the science of instruction : proven guidelines for consumers and designers of multimedia learning,322,2003,"San Francisco, CA",Jossey-Bass/Pfeiffer,1,1,2,"Ruth Colvin Clark, Richard E. Mayer",
1281,ISBN 978-3-540-73077-4,"User modeling 2007 : 11th international conference, UM 2007, Corfu, Greece, June 25-29, 2007 : proceedings",487,2007,Berlin,Springer,,1,2,"Cristina Conati, Kathleen McCoy",
1282,ISBN 978-0-262-54178-7,Where the action is : the foundations of embodied interaction,233,2004,Massachusetts,MIT Press,,1,2,Paul Dourish,
1284,ISBN 978-0-596-52112-7,Java web services : up and running,297,2009,Sebastopol,OReilly,1,1,2,Martin Kalin,
1285,ISBN 978-1-59059-979-2,Spring recipes : a problem-solution approach,727,2008,New York,Apress,,1,2,Gary Mak,
1287,ISBN 978-0-321-53407-1,Eclipse modeling project : a domain-specific language toolkit,706,2009,"Upper Saddle River, NJ",Addison-Wesley,,1,2,Richard C Gronback,
1292,ISBN 978-0-321-55605-9,A programmers guide to Java SCJP certification: a comprehensive primer,1039,2009,"Upper Saddle River, N.J.",Addison-Wesley,3,1,2,"Khalid Azim Mughal, Rolf Rasmussen",
1293,,Designing interactions,766,2007,Cambridge,MIT Press,,1,2,Bill Moggridge,
1295,ISBN 978-80-251-3034-6,C# 2010 : rychlý průvodce novinkami a nejlepšími postupy,624,2010,Brno,Computer Press,1,1,1,Trey Nash,
1303,ISBN 978-3-639-10739-5,Real-time camera tracking for augmented reality applications : efficient line and patch feature characterization and management,129,2009,Saarbrucken,VDM Verlag Dr. Müller,,1,2,Harald Wuest,
1306,ISBN 978-0-596-80227-1,Search patterns,180,2010,"Sebastopol, CA ",OReilly,,1,2,"Peter Morville, Jeffery Callender",
1307,ISBN 978-1-59863-360-3,Beginning C++ through game programming,361,2008,"Boston, MA",Thomson Course Technology,2,1,2,Mike Dawson,
1310,ISBN 978-0-12-206093-9,"Machine vision : theory, algorithms, practicalities",934,2005,Amsterdam,Elsevier,3,1,2,E. R. Davies,
1313,ISBN 978-80-214-3530-8,Kinematika a dynamika mechatronických systémů,158,2007,Brno,Akademické nakladatelství CERM,1,1,1,Robert Grepl,
1314,ISBN 978-80-7300-226-8,Modelování mechatronických systémů v Matlab SimMechanics,151,2007,Praha,BEN - technická literatura,1,1,1,Robert Grepl,
1315,ISBN 978-80-251-1649-4,Simulace podnikových procesů,201,2007,Brno,Computer Press,1,1,1,Martin Dlouhý,
1316,ISBN 978-80-251-2523-6,Automatizace a automatizační technika III : prostředky automatizační techniky,296,2009,Brno,Computer Press,4,1,1,Jan Chlebný,
1317,ISBN 978-1-58948-165-7,Building European spatial data infrastructures,91,2007,Redlands,ESRI Press,1,1,2,Ian Masser,
1318,ISBN 978-0-596-00865-9,Web mapping illustrated,349,2005,Beijing,OReilly,,1,2,Tyler Mitchell,
1319,ISBN 978-0-13-168728-8,Digital image processing,954,2008,Upper Saddle River,Prentice Hall,3,1,2,"Rafael C. Gonzalez, Richard E. Woods",
1321,ISBN 978-0-321-63763-5,OpenGL shading language,743,2010,Upper Saddle River,Addison Wesley,3,1,2,"Randi J. Rost, Bill Licea-Kane",
1323,ISBN 978-0-321-63590-7,Advanced QT programming : creating great software with C++ and QT 4,536,2011,Upper Saddle River,Prentice-Hall,,1,2,Mark Summerfield,
1324,ISBN 978-0-13-235416-5,C++ GUI programming with Qt 4,718,2008,Upper Saddle River,Prentice Hall in association with Trolltech Press,2,1,2,"Jasmin Blanchette, Mark Summerfield",
1325,ISBN 978-0-321-57936-2,Succeeding with agile : software development using Scrum,475,2010,"Upper Saddle River, NJ",Addison-Wesley,,1,2,Mike Cohn,
1331,ISBN 0-205-27691-1,Multimedia for learning : methods and development,580,2001,Boston,Allyn and Bacon,3,1,2,"Stephen M. Alessi, Stanley R. Trollip",
1332,ISBN 978-0-7879-9245-3,Better than bullet points : creating engaging e-learning with PowerPoint,338,2008,San Francisco,Pfeiffer,,1,2,Jane Bozarth,
1333,ISBN 9780262012430,Introduction to machine learning,537,2010,Cambridge,MIT Press,2,1,2,Ethem Alpaydin,
1335,ISBN 978-0-13-604259-4,Artificial intelligence : a modern approach,1132,2010,"Upper Saddle River, N.J.",Prentice Hall,3,1,2,"Stuart J. Russell, Peter Norvig",
1337,ISBN 978-0-470-08457-1,Guidance for the verification and validation of neural networks,133,2007,"Hoboken, NJ",IEEE Computer Society,,1,2,"Laura L Pullum, Brian J. Taylo,r Majorie A. Darrah",
1339,ISBN 0-9614088-7-1,Wavelets and filter banks,520,1996,Wellesley,Wellesley-Cambridge Press,,1,2,"Gilbert Strang, Hung T. Nguyen",
1340,ISBN 978-80-214-3544-5,Systémové pojetí vybraných oborů pro techniky : hledání souvislostí : učební texty ,682,2007,Brno,Akademické nakladatelství CERM,1,1,1,Přemysl Janíček,
1341,ISBN 978-0-262-01319-2,Probabilistic graphical models : principles and techniques,1231,2009,"Cambridge, MA",MIT Press,,1,2,"Daphne Koller, Nir Friedman",
1343,ISBN 978-0-521-18191-4,Machine learning methods in the environmental sciences : neural networks and kernels neural networks and kernels,349,2010,Cambridge,Cambridge University Press,1,1,2,William Wei Hsieh,
1344,ISBN 978-80-87109-21-2,Dejiny ekonomických teorií,541,2010,Praha,Havlíček Brain Team,1,1,1,Milan Sojka,
1347,ISBN 978-3-642-06856-0 ,"Kernel based algorithms for mining huge data sets : supervised, semi-supervised, and unsupervised learning",260,2010,Berlin,"Springer-Verlag, ",,1,2,"Te-Ming Huang, Vojislav Kecman, Ivica Kopriva",
1355,ISBN 978-80-7391-030-3,Originální název: 	Grafický design : základní pravidla a způsoby jejich porušování,272,2008,V Praze,Slovart,,1,1,Timothy Samara,
1357,ISBN 978-0-8129-7142-2,Color : a natural history of the palette,448,2004,New York,Random House Trade Paperbacks,,1,2,Victoria Finlay,
1361,ISBN 978-1-60061-048-6,The information design handbook,224,2008,"Cincinnati, Ohio",How Books,1,1,2,"Jennifer Visocky O Grady, Kenneth Visocky O Grady",
1365,ISBN 1-56052-044-2,Notes on graphic design and visual communication,46,1990,"Los Altos, Calif.",Crisp Publications,,1,2,Gregg Berryman,
1366,ISBN 978-0-07-728640-8,Introduction to mass communication : media literacy and culture,,2010,New York,McGraw-Hill,6,1,2,Stanley J. Baran,
1368,ISBN 978-0-500-28629-6,Art of the digital age,223,2006,London,Thames & Hudson,1,1,2,Bruce Wands,
1369,ISBN 978-3-8365-1413-2,New media art,,2009,Koln,Taschen,1,1,2,"Mark Tribe, Reena Jana, Uta Grosenick",
1370,ISBN 978-0-7148-4782-5,Art and electronic media,304,2009,London,Phaidon Press,,1,2,Edward A. Shanken,
1373,ISBN 978-0-470-46545-5,Enterprise supply chain management : integrating best-in-class processes,209,2006,"Hoboken, N.J.",Wiley,,1,2,Vivek Sehgal,
1374,ISBN 978-0-273-73112-2,Logistics and supply chain management : creating value-adding networks,276,2011,"Harlow, England",Financial Times Prentice Hall,4,1,2,Martin Christopher,
1376,ISBN 978-0-9845214-0-1,Kanban : successful evolutionary change for your technology business,261,2010,"Sequim, WA",Blue Hole Press,,1,2,David J. Anderson,
1377,ISBN 978-1-4221-4936-2,The new supply chain agenda : the five steps that drive real value,216,2010,"Boston, Mass.",Harvard Business Press,,1,2,"Reuben E. Slone, J. Paul Dittmann, John T. Mentzer",
1378,ISBN 978-3-639-25776-2,Automated Negotiation in Multi-Agent based Electronic Business : Negotiation in business-to-business (B2B) transactions in supply chain management (SCM) for multi-agent based electronic business (e-business),144,2010,Saarbrucken,VDM Verlag Dr. Muller,,1,2,Golenur Huq,
1379,ISBN 978-1-5905989-0-0,Beginning pivot tables in Excel 2007,295,2007,"Berkeley, [Calif.]",Apress,,1,2,Debra Dalgleish,
1380,ISBN 978-0-07-016709-4,Management information systems for the information age,555,2010,New York,McGraw-Hill/Irwin,8,1,2,"Stephen Haag, Maeve Cummings",
1381,ISBN 978-1-60426-600-9,Mass communication : living in a media world,660,2011,"Washington, DC",CQ Press,3,1,2,Ralph E. Hanson,
1383,ISBN 978-80-7391-360-1,Grafický design pro samouky : praktický průvodce pro začátečníky,224,2010,V Praze,Slovart,,1,1,"Tony Seddon, Jane Waterhouse",
1388,ISBN 978-80-251-3145-9,97 klíčových znalostí programátora : [zkušenosti expertů z praxe],240,2010,Brno,Computer Press,,1,1,Kevlin Henney,
1390,ISBN 978-80-251-2654-7,Objective-C 2.0 : výukový kurz programování pro Mac OS X a iPhone,550,2010,Brno,Computer Press,1,1,1,Stephen G. Kochan,
1392,ISBN 80-86851-54-0,Datové modelování,177,2006,Praha,Alfa Publishing,1,1,1,Vojtěch Merunka,
1402,ISBN 80-7168-590-9,Slovník počítačových pojmů a zkratek,183,1998,Praha,Fortuna,2,1,1,Rudolf Voráček,
1403,ISBN 978-80-251-2854-1,97 klíčových znalostí projektového manažera : [zkušenosti expertů z praxe],240,2010,Brno,Computer Press,1,1,1,Barbee Davis,
1404,ISBN 978-80-251-3313-2,97 klíčových znalostí softwarového architekta : [zkušenosti expertů z praxe],224,2010,Brno,Computer Press,1,1,1,Richard Monson-Haefel,
1405,ISBN 978-1-4129-2749-9,Social network analysis,133,2008,"Los Angeles,",Sage Publications,2,1,2,"Song Yang, David Knoke",
1407,ISBN 978-1-58948-140-4,A to Z GIS : an illustrated dictionary of geographic information systems,268,2006,"Redlands, Calif.",ESRI Press,2,1,2,"Tasha Wade, Shelly Sommer",
1410,ISBN 978-0-557-43407-7,"Modern ERP : select, implement & use todays advanced business systems",226,2010,Raleigh,North Carolina state university,,1,2,Marianne Bradford,
1411,ISBN 0-9729696-2-4,Else/where--mapping : new cartographies of networks and territories,320,2006,"Minneapolis, MN",University of Minnesota Design Institute,,1,2,"Janet Abrams, Peter A. Hall",
1412,ISBN 978-1-4180-0103-2,Exploring multimedia for designers,286,2008,"Clifton Park, NY",Thomson Delmar Learning,,1,2,Ray Villalobos,
1416,ISBN 978-80-251-2127-6,Údržba kódu převzatých programů,367,2009,Brno,Computer Press,1,1,1,Michael C. Feathers,
1417,ISBN 978-80-251-1660-9,Programátor pragmatik : jak se stát lepším programátorem a vytvářet kvalitní software,266,2007,Brno,Computer Press,1,1,1,"Andrew Hunt, David Thomas",
1420,ISBN 978-0-596-52752-5,"Learning Web design : a beginners guide to (X)HTML, style sheets, and web graphics",464,2007,"Sebastopol, CA",OReilly,3,1,2,Jennifer Niederst Robbins,
1421,ISBN 978-0-596-15414-1,"Programming interactivity : a designers guide to processing, Arduino, and openFrameworks",712,2009,Beijing,OReilly,1,1,2,Joshua J. Noble,
1422,ISBN 978-1-60427-007-5,Seven steps to mastering business analysis,353,2009,"Ft. Lauderdale, Fla.",J. Ross Pub.,,1,2,Barbara A. Carkenord,
1424,ISBN 978-0-13-187905-8,An introduction to design patterns in C++ with Qt 4,624,2007,"Upper Saddle River, NJ",Prentice Hall,,,2,"Alan Ezust, Paul Ezust",Bruce Perens Open Source series
1425,ISBN 978-0-470-40142-2,Designing brand identity : an essential guide for the whole branding team,310,2009,"Hoboken, NJ",John Wiley & Sons,3,1,2,Alina Wheeler,
1426,ISBN 978-3-7212-0145-1,"Grid systems in graphic design : a visual communication manual for graphic designers, typographers and three dimensional designers = Raster systeme für die visuelle Gestaltung : ein Handbuch fur Grafiker, Typografen und Ausstellungsgestalter",176,2010,Sulgen,Niggli,7,1,2,Josef Muller-Brockmann,
1427,ISBN 978-1-56898-772-9,Graphic design theory : readings from the field,151,2009,New York,Princeton Architectural Press,1,,2,Helen Armstrong,
1429,ISBN 978-0-321-63683-6,Real world print production with Adobe Creative Suite applications,330,2009,"Berkeley, CA",Peachpit,,,2,Claudia McCue,
1430,ISBN 978-0-201-61586-9,The practice of programming,267,1999,"Reading, MA",Addison-Wesley,,1,2,"Brian W. Kernighan, Rob Pike",
1432,ISBN 0-07-115467-1,Machine learning,414,1997,"New York, NY [u.a.]",McGraw-Hill,,1,2,Tom M. Mitchell,
1436,ISBN 978-1-58948-231-9,GIS for decision support and public policy making,189,2009,"Redlands, Calif.",ESRI Press,,1,2,"Christopher Thomas, Nancy Sappington",
1442,ISBN 978-0-521-86571-5,Introduction to information retrieval,482,2008,New York,Cambridge University Press,,1,2,"Christopher D. Manning, Prabhakar Raghavan, Hinrich Schutze",
1443,ISBN 978-0-321-52306-8,"Database systems : a practical approach to design, implementation, and management",,2010,Boston,Addison-Wesley,5,1,2,"Thomas M. Connolly, Carolyn E. Begg",
1444,ISBN 978-0-13-142246-9,Core J2EE patterns : best practices and design strategies,650,2003,"Upper Saddle River, NJ",Prentice Hall PTR,2,1,2,"Deepak Alur, John Crupi, Dan Malks",
1446,ISBN 978-0-262-03384-8,Introduction to algorithms,1292,2009,"Cambridge, Mass.",MIT Press,3,1,2,Thomas H. Cormen,
1448,ISBN 978-0-470-04492-6,"Handbook of applied algorithms : solving scientific, engineering and practical problems",544,2008,"Hoboken, N.J.",Wiley-Interscience,,1,2,"Amiya Nayak, Ivan Stojmenovic",
1452,ISBN 1-58948-073-2,Advanced spatial analysis : the CASA book of GIS,463,2003,"Redlands, Calif.",ESRI Press,,1,2,"Paul Longley, Michael Batty",
1456,ISBN 978-3-642-12429-7,Scientific computing with MATLAB and Octave,360,2010,New York,Springer,1,1,2,"QUARTERONI, A. -- SALERI, F. -- GERVASIO, P",
1458,ISBN 978-3-540-77977-3,Algorithms and data structures : the basic toolbox,,,,Springer,,,2,"MEHLHORN, K. -- SANDERS, P",
1459,ISBN SBN 978-0-201-73485-,Peer reviews in software : a practical guide,232,2002,Boston,Addison-Wesley,1,1,2,"Wiegers, Karl Eugene",
1460,ISBN 978-1-4419-2996-9,Text mining : predictive methods for analyzing unstructured information,237,2010,Yorktown Heights,Springer,1,1,2,"WEISS, S. M. a kol.",
1462,ISBN 978-0-387-00163-0,Programming challenges : the programming contest training manual,359,2003,New York,Springer,1,1,2,"SKIENA, S. S. -- REVILLA, M. A.",
1463,ISBN 0-8176-4253-6,	An introduction to data structures and algorithms,599,2002,Boston,Birkhäuser,1,1,2,"STORER, J. A",
1467,ISBN 978-80-251-2923-4,Nenuťte uživatele přemýšlet! : praktický průvodce testováním a opravou chyb použitelnosti webu,165,2010,Brno,Computer Press,1,1,1,Steve Krug,
